"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.280993607E0,-4.091690540E0,7.062895298E-1,9.088389397E0,9.991976691E0
9.282995052E0,-4.082113743E0,7.182605267E-1,9.090784073E0,9.991091324E0
9.284996576E0,-4.072536945E0,7.230489254E-1,9.097966194E0,9.994065529E0
9.286997669E0,-4.074931145E0,7.278373241E-1,9.112331390E0,1.000846613E1
9.288998685E0,-4.077325344E0,7.350199223E-1,9.112331390E0,1.000996601E1
9.291000052E0,-4.062960148E0,7.493851185E-1,9.117119789E0,1.000955026E1
9.293002083E0,-4.055777550E0,7.661445141E-1,9.117119789E0,1.000790598E1
9.295003841E0,-4.031835556E0,7.781155705E-1,9.119514465E0,1.000133520E1
9.297005091E0,-4.019864559E0,7.900865674E-1,9.131484985E0,1.000837479E1
9.299005560E0,-3.993528366E0,7.996633649E-1,9.138668060E0,1.000514789E1
9.301006224E0,-3.960009575E0,8.068459630E-1,9.141061783E0,9.994582871E0
9.303007083E0,-3.952826977E0,8.140285611E-1,9.148244858E0,9.998893318E0
9.305007904E0,-3.948038578E0,8.212111592E-1,9.157821655E0,1.000635267E1
9.307009505E0,-3.912125587E0,8.283938169E-1,9.186552048E0,1.001916670E1
9.309010365E0,-3.873818398E0,8.283938169E-1,9.188945770E0,1.000646939E1
9.311011537E0,-3.847482204E0,8.283938169E-1,9.198522568E0,1.000510735E1
9.313012591E0,-3.823540211E0,8.403648138E-1,9.203310966E0,1.000133019E1
9.315013451E0,-3.790021181E0,8.571242094E-1,9.217676163E0,1.000322330E1
9.317014115E0,-3.773261786E0,8.595184088E-1,9.239224434E0,1.001696284E1
9.319015677E0,-3.742137194E0,8.523358107E-1,9.236829758E0,1.000245425E1
9.321017943E0,-3.699041605E0,8.571242094E-1,9.232041359E0,9.982392417E0
9.323018529E0,-3.665522814E0,8.667010069E-1,9.241618156E0,9.979716142E0
9.325020052E0,-3.639186621E0,8.738836050E-1,9.258378029E0,9.986236305E0
9.327020990E0,-3.622427225E0,8.690952063E-1,9.255983353E0,9.977501356E0
9.329022044E0,-3.596091032E0,8.690952063E-1,9.263166428E0,9.974640317E0
9.331023177E0,-3.557783842E0,8.810662031E-1,9.272743225E0,9.970851039E0
9.333024115E0,-3.529053211E0,8.834604025E-1,9.277531624E0,9.965305408E0
9.335025208E0,-3.507505417E0,8.882488012E-1,9.291896820E0,9.971505739E0
9.337025912E0,-3.476380825E0,8.834604025E-1,9.289502144E0,9.957940350E0
9.339026732E0,-3.445256233E0,8.858546019E-1,9.279925346E0,9.938387360E0
9.341028177E0,-3.428496838E0,8.930372596E-1,9.284713745E0,9.937706750E0
9.343030365E0,-3.411737442E0,8.930372596E-1,9.284713745E0,9.931937235E0
9.345032318E0,-3.375824451E0,8.954314590E-1,9.279925346E0,9.915392209E0
9.347033958E0,-3.354276657E0,8.858546019E-1,9.270348549E0,9.898245930E0
9.349035052E0,-3.325546265E0,8.714894056E-1,9.279925346E0,9.896250107E0
9.351036497E0,-3.313575268E0,8.738836050E-1,9.277531624E0,9.890199525E0
9.353037435E0,-3.301604033E0,8.858546019E-1,9.270348549E0,9.880520724E0
9.355038451E0,-3.277662039E0,8.834604025E-1,9.267954826E0,9.870083960E0
9.357038841E0,-3.251325846E0,8.714894056E-1,9.255983353E0,9.849052816E0
9.359039037E0,-3.236960649E0,8.714894056E-1,9.251194954E0,9.839817890E0
9.361038919E0,-3.227383852E0,8.499416113E-1,9.244012833E0,9.828030348E0
9.363038294E0,-3.208230257E0,8.499416113E-1,9.220070839E0,9.799226929E0
9.365038021E0,-3.203441858E0,8.523358107E-1,9.205705643E0,9.784351407E0
9.367037826E0,-3.205836058E0,8.523358107E-1,9.200917244E0,9.780630823E0
9.369038177E0,-3.189076662E0,8.571242094E-1,9.208099365E0,9.782329262E0
9.371038763E0,-3.181894064E0,8.475474119E-1,9.198522568E0,9.770138376E0
9.373038099E0,-3.179499865E0,8.403648138E-1,9.193734169E0,9.764229636E0
9.375036771E0,-3.181894064E0,8.427590132E-1,9.191340446E0,9.762962245E0
9.377036849E0,-3.181894064E0,8.355764151E-1,9.198522568E0,9.769107186E0
9.379037122E0,-3.179499865E0,8.283938169E-1,9.188945770E0,9.758697663E0
9.381037162E0,-3.174711466E0,8.212111592E-1,9.172186852E0,9.740749062E0
9.383037591E0,-3.181894064E0,8.164227605E-1,9.153033257E0,9.724660084E0
9.385038216E0,-3.196259260E0,8.164227605E-1,9.153033257E0,9.729369824E0
9.387039154E0,-3.193865061E0,8.092401624E-1,9.165003777E0,9.739247296E0
9.389039505E0,-3.198653460E0,8.092401624E-1,9.145850182E0,9.722799450E0
9.391039622E0,-3.198653460E0,8.020575643E-1,9.129091263E0,9.706440520E0
9.393040443E0,-3.217807055E0,7.924807668E-1,9.124302864E0,9.707482205E0
9.395040833E0,-3.224989653E0,7.900865674E-1,9.119514465E0,9.705170742E0
9.397040755E0,-3.224989653E0,7.900865674E-1,9.117119789E0,9.702920606E0
9.399040638E0,-3.227383852E0,7.876923680E-1,9.107542992E0,9.694524493E0
9.401040599E0,-3.232172251E0,7.852981687E-1,9.107542992E0,9.695925434E0
9.403040326E0,-3.256114244E0,7.876923680E-1,9.093177795E0,9.690646091E0
9.405040130E0,-3.265691042E0,7.829039693E-1,9.095572472E0,9.695726646E0
9.407040872E0,-3.277662039E0,7.637503147E-1,9.078812599E0,9.682521428E0
9.409041888E0,-3.270479441E0,7.565677166E-1,9.081207275E0,9.681774427E0
9.411042396E0,-3.280056238E0,7.541735172E-1,9.074024200E0,9.678091848E0
9.413043021E0,-3.287238836E0,7.517793179E-1,9.074024200E0,9.680342272E0
9.415043529E0,-3.308786631E0,7.445967197E-1,9.071630478E0,9.684883725E0
9.417044740E0,-3.308786631E0,7.374141216E-1,9.076418877E0,9.688819752E0
9.419045404E0,-3.323152065E0,7.302315235E-1,9.066842079E0,9.684224441E0
9.421045365E0,-3.337517262E0,7.206547260E-1,9.071630478E0,9.692927537E0
9.423046146E0,-3.344699860E0,7.206547260E-1,9.069235802E0,9.693162457E0
9.425046810E0,-3.351882458E0,7.254431248E-1,9.069235802E0,9.696000297E0
9.427048099E0,-3.359065056E0,7.134721279E-1,9.090784073E0,9.717752600E0
9.429049232E0,-3.363853455E0,7.062895298E-1,9.093177795E0,9.721123257E0
9.431050443E0,-3.375824451E0,7.015010715E-1,9.095572472E0,9.727164698E0
9.433051615E0,-3.402160645E0,7.038952708E-1,9.105149269E0,9.745455803E0
9.435052669E0,-3.414131641E0,6.967126727E-1,9.107542992E0,9.751361072E0
9.437053529E0,-3.428496838E0,6.943184733E-1,9.107542992E0,9.756229192E0
9.439054779E0,-3.430891037E0,6.895300746E-1,9.105149269E0,9.754496822E0
9.441055443E0,-3.438073635E0,6.823474765E-1,9.114726067E0,9.765458498E0
9.443057240E0,-3.440467834E0,6.775590777E-1,9.124302864E0,9.774907057E0
9.445058255E0,-3.452438831E0,6.751648784E-1,9.119514465E0,9.774493623E0
9.447059115E0,-3.466804028E0,6.679822803E-1,9.133879662E0,9.792481206E0
9.449060560E0,-3.476380825E0,6.727706790E-1,9.133879662E0,9.796203433E0
9.451061107E0,-3.485957623E0,6.560112834E-1,9.129091263E0,9.794006261E0
9.453062279E0,-3.495534420E0,6.440402865E-1,9.141061783E0,9.807780549E0
9.455063763E0,-3.497928619E0,6.416460276E-1,9.150638580E0,9.817402950E0
9.457065443E0,-3.512293816E0,6.344634295E-1,9.157821655E0,9.828756237E0
9.459066888E0,-3.517082214E0,6.296750307E-1,9.172186852E0,9.843544564E0
9.461068021E0,-3.514688015E0,6.200982332E-1,9.174580574E0,9.844312184E0
9.463068568E0,-3.529053211E0,6.105214357E-1,9.172186852E0,9.846621991E0
9.465069037E0,-3.526659012E0,6.153098345E-1,9.174580574E0,9.848292171E0
9.467069896E0,-3.531447411E0,6.224924326E-1,9.169792175E0,9.845999501E0
9.469070287E0,-3.543418407E0,6.129156351E-1,9.167398453E0,9.847470435E0
9.471070794E0,-3.545812607E0,6.009446383E-1,9.184157372E0,9.863197662E0
9.473071654E0,-3.548206806E0,6.033388376E-1,9.191340446E0,9.870892994E0
9.475071810E0,-3.550601006E0,6.057330370E-1,9.188945770E0,9.869670936E0
9.477072591E0,-3.555389643E0,5.961562395E-1,9.191340446E0,9.873040918E0
9.479073646E0,-3.552995205E0,5.913678408E-1,9.217676163E0,9.896415750E0
9.481074310E0,-3.548206806E0,5.889736414E-1,9.229647636E0,9.905708303E0
9.483075794E0,-3.567360640E0,5.889736414E-1,9.236829758E0,9.919272950E0
9.485077083E0,-3.572149038E0,5.889736414E-1,9.224859238E0,9.909852000E0
9.487077747E0,-3.564966440E0,5.889736414E-1,9.241618156E0,9.922871652E0
9.489079388E0,-3.560178041E0,5.913678408E-1,9.255983353E0,9.934677218E0
9.491080912E0,-3.562572241E0,6.033388376E-1,9.246406555E0,9.927334633E0
9.493081341E0,-3.562572241E0,6.033388376E-1,9.236829758E0,9.918415332E0
9.495082083E0,-3.562572241E0,6.009446383E-1,9.260771751E0,9.940570852E0
9.497082943E0,-3.560178041E0,6.105214357E-1,9.253589630E0,9.933605848E0
9.499083880E0,-3.567360640E0,6.081272364E-1,9.263166428E0,9.944955150E0
9.501084388E0,-3.555389643E0,6.009446383E-1,9.263166428E0,9.940230492E0
9.503084818E0,-3.545812607E0,6.153098345E-1,9.272743225E0,9.946615513E0
9.505085951E0,-3.543418407E0,6.153098345E-1,9.270348549E0,9.943529676E0
9.507086302E0,-3.550601006E0,6.200982332E-1,9.272743225E0,9.948620821E0
9.509085990E0,-3.543418407E0,6.248866320E-1,9.263166428E0,9.937431740E0
9.511085990E0,-3.541024208E0,6.368576288E-1,9.263166428E0,9.937338293E0
9.513087005E0,-3.548206806E0,6.440402865E-1,9.265560150E0,9.942593441E0
9.515087552E0,-3.548206806E0,6.488286853E-1,9.267954826E0,9.945136342E0
9.517088490E0,-3.548206806E0,6.464344859E-1,9.272743225E0,9.949443000E0
9.519088841E0,-3.536235809E0,6.464344859E-1,9.275136948E0,9.947412057E0
9.521088958E0,-3.536235809E0,6.584054828E-1,9.272743225E0,9.945965433E0
9.523089701E0,-3.531447411E0,6.607996821E-1,9.279925346E0,9.951120111E0
9.525090755E0,-3.521870613E0,6.727706790E-1,9.263166428E0,9.932897124E0
9.527091537E0,-3.524264812E0,6.847416759E-1,9.270348549E0,9.941261281E0
9.529092357E0,-3.521870613E0,6.871358752E-1,9.244012833E0,9.916022468E0
9.531093802E0,-3.514688015E0,6.895300746E-1,9.232041359E0,9.902478034E0
9.533095833E0,-3.505111217E0,7.015010715E-1,9.246406555E0,9.913321471E0
9.535096888E0,-3.500322819E0,7.086837292E-1,9.234436035E0,9.900974768E0
9.537098255E0,-3.500322819E0,7.110779285E-1,9.224859238E0,9.892215101E0
9.539101068E0,-3.500322819E0,7.086837292E-1,9.212887764E0,9.880880194E0
9.541103099E0,-3.485957623E0,7.110779285E-1,9.203310966E0,9.867039329E0
9.543104076E0,-3.481169224E0,7.230489254E-1,9.198522568E0,9.861752194E0
9.545105638E0,-3.469198227E0,7.182605267E-1,9.193734169E0,9.852714473E0
9.547107865E0,-3.469198227E0,7.278373241E-1,9.188945770E0,9.848949582E0
9.549109544E0,-3.469198227E0,7.374141216E-1,9.176975250E0,9.838495346E0
9.551111068E0,-3.459621429E0,7.398083210E-1,9.165003777E0,9.824133092E0
9.553112357E0,-3.457227230E0,7.541735172E-1,9.160215378E0,9.819915661E0
9.555113490E0,-3.452438831E0,7.565677166E-1,9.160215378E0,9.818415064E0
9.557114896E0,-3.454833031E0,7.613561153E-1,9.153033257E0,9.812927810E0
9.559116068E0,-3.457227230E0,7.661445141E-1,9.150638580E0,9.811910312E0
9.561117708E0,-3.445256233E0,7.757213712E-1,9.157821655E0,9.815153164E0
9.563118997E0,-3.438073635E0,7.757213712E-1,9.138668060E0,9.794761247E0
9.565120560E0,-3.430891037E0,7.733271718E-1,9.124302864E0,9.778647707E0
9.567121380E0,-3.430891037E0,7.829039693E-1,9.109937668E0,9.766008204E0
9.569123138E0,-3.426102638E0,7.829039693E-1,9.119514465E0,9.773262608E0
9.571123958E0,-3.428496838E0,7.852981687E-1,9.136273384E0,9.789932335E0
9.573124505E0,-3.421314240E0,7.876923680E-1,9.124302864E0,9.776438674E0
9.575125013E0,-3.418920040E0,7.852981687E-1,9.119514465E0,9.770939133E0
9.577125208E0,-3.416525841E0,7.948749661E-1,9.119514465E0,9.770876067E0
9.579124701E0,-3.406949043E0,7.900865674E-1,9.112331390E0,9.760436565E0
9.581124622E0,-3.406949043E0,7.948749661E-1,9.121908188E0,9.769766475E0
9.583124544E0,-3.404554844E0,7.972691655E-1,9.117119789E0,9.764655911E0
9.585124388E0,-3.399766445E0,7.972691655E-1,9.117119789E0,9.762987414E0
9.587123372E0,-3.399766445E0,7.924807668E-1,9.129091263E0,9.773778437E0
9.589122552E0,-3.392583847E0,8.020575643E-1,9.129091263E0,9.772063691E0
9.591122435E0,-3.387795448E0,8.044517636E-1,9.136273384E0,9.777310059E0
9.593123294E0,-3.394978046E0,7.972691655E-1,9.138668060E0,9.781450198E0
9.595122904E0,-3.390189648E0,7.972691655E-1,9.143456459E0,9.784263896E0
9.597122162E0,-3.383007050E0,7.852981687E-1,9.136273384E0,9.774094396E0
9.599121888E0,-3.375824451E0,7.948749661E-1,9.129091263E0,9.765670700E0
9.601120208E0,-3.375824451E0,7.876923680E-1,9.148244858E0,9.782997188E0
9.603119232E0,-3.390189648E0,7.781155705E-1,9.153033257E0,9.791673375E0
9.605118412E0,-3.392583847E0,7.781155705E-1,9.148244858E0,9.788027022E0
9.607117669E0,-3.385401249E0,7.781155705E-1,9.157821655E0,9.794493500E0
9.609117630E0,-3.394978046E0,7.733271718E-1,9.160215378E0,9.799666148E0
9.611117630E0,-3.390189648E0,7.709329724E-1,9.165003777E0,9.802296553E0
9.613117982E0,-3.380612850E0,7.685387731E-1,9.167398453E0,9.801040224E0
9.615117787E0,-3.394978046E0,7.637503147E-1,9.165003777E0,9.803391490E0
9.617118529E0,-3.394978046E0,7.685387731E-1,9.162610054E0,9.801527982E0
9.619119154E0,-3.394978046E0,7.637503147E-1,9.172186852E0,9.810107141E0
9.621119935E0,-3.390189648E0,7.589619160E-1,9.167398453E0,9.803601554E0
9.623120560E0,-3.394978046E0,7.613561153E-1,9.186552048E0,9.823353684E0
9.625121068E0,-3.394978046E0,7.613561153E-1,9.181763649E0,9.818875841E0
9.627121615E0,-3.397372246E0,7.637503147E-1,9.179368973E0,9.817650812E0
9.629121888E0,-3.399766445E0,7.613561153E-1,9.184157372E0,9.822770568E0
9.631122279E0,-3.402160645E0,7.541735172E-1,9.186552048E0,9.825284386E0
9.633122865E0,-3.399766445E0,7.493851185E-1,9.193734169E0,9.830805557E0
9.635123294E0,-3.399766445E0,7.493851185E-1,9.191340446E0,9.828566993E0
9.637123958E0,-3.399766445E0,7.565677166E-1,9.188945770E0,9.826877986E0
9.639124818E0,-3.404554844E0,7.565677166E-1,9.193734169E0,9.833012578E0
9.641125599E0,-3.406949043E0,7.589619160E-1,9.193734169E0,9.834026283E0
9.643125872E0,-3.397372246E0,7.589619160E-1,9.196128845E0,9.832952105E0
9.645126849E0,-3.402160645E0,7.565677166E-1,9.205705643E0,9.843378899E0
9.647127630E0,-3.409343243E0,7.374141216E-1,9.203310966E0,9.842171187E0
9.649128333E0,-3.404554844E0,7.493851185E-1,9.205705643E0,9.843657253E0
9.651129505E0,-3.411737442E0,7.541735172E-1,9.210494041E0,9.850986273E0
9.653130365E0,-3.414131641E0,7.589619160E-1,9.222464561E0,9.863375216E0
9.655130755E0,-3.418920040E0,7.565677166E-1,9.224859238E0,9.867088573E0
9.657130912E0,-3.411737442E0,7.493851185E-1,9.212887764E0,9.852859046E0
9.659131497E0,-3.409343243E0,7.445967197E-1,9.215282440E0,9.853906640E0
9.661131966E0,-3.411737442E0,7.445967197E-1,9.220070839E0,9.859213099E0
9.663132552E0,-3.414131641E0,7.493851185E-1,9.212887764E0,9.853688338E0
9.665133802E0,-3.409343243E0,7.469909191E-1,9.224859238E0,9.863044395E0
9.667133529E0,-3.409343243E0,7.541735172E-1,9.220070839E0,9.859112806E0
9.669133490E0,-3.426102638E0,7.541735172E-1,9.217676163E0,9.862682740E0
9.671134193E0,-3.423708439E0,7.565677166E-1,9.239224434E0,9.882178015E0
9.673134974E0,-3.423708439E0,7.517793179E-1,9.244012833E0,9.886289742E0
9.675135872E0,-3.433285236E0,7.493851185E-1,9.244012833E0,9.889428640E0
9.677136146E0,-3.447650433E0,7.469909191E-1,9.234436035E0,9.885297053E0
9.679136380E0,-3.452438831E0,7.374141216E-1,9.236829758E0,9.888485093E0
9.681137122E0,-3.462015629E0,7.469909191E-1,9.239224434E0,9.894787304E0
9.683137474E0,-3.466804028E0,7.541735172E-1,9.236829758E0,9.894772955E0
9.685137943E0,-3.476380825E0,7.445967197E-1,9.227252960E0,9.888470312E0
9.687138529E0,-3.481169224E0,7.422025204E-1,9.222464561E0,9.885507389E0
9.689138763E0,-3.481169224E0,7.374141216E-1,9.220070839E0,9.882915816E0
9.691139310E0,-3.485957623E0,7.350199223E-1,9.224859238E0,9.888891889E0
9.693139740E0,-3.485957623E0,7.469909191E-1,9.220070839E0,9.885322567E0
9.695140287E0,-3.493140221E0,7.422025204E-1,9.217676163E0,9.885264135E0
9.697141029E0,-3.500322819E0,7.398083210E-1,9.222464561E0,9.892089202E0
9.699141849E0,-3.505111217E0,7.326257229E-1,9.220070839E0,9.891018723E0
9.701141576E0,-3.500322819E0,7.230489254E-1,9.205705643E0,9.875225363E0
9.703142083E0,-3.512293816E0,7.134721279E-1,9.203310966E0,9.876547123E0
9.705142005E0,-3.514688015E0,7.134721279E-1,9.203310966E0,9.877398801E0
9.707142279E0,-3.505111217E0,7.134721279E-1,9.191340446E0,9.862838655E0
9.709142044E0,-3.502717018E0,7.182605267E-1,9.198522568E0,9.869029442E0
9.711142708E0,-3.509899616E0,7.086837292E-1,9.191340446E0,9.864196224E0
9.713143529E0,-3.509899616E0,7.110779285E-1,9.184157372E0,9.857675880E0
9.715144193E0,-3.505111217E0,7.038952708E-1,9.167398453E0,9.839840832E0
9.717145287E0,-3.495534420E0,7.062895298E-1,9.176975250E0,9.845530993E0
9.719145716E0,-3.488351822E0,7.015010715E-1,9.165003777E0,9.831479869E0
9.721146380E0,-3.488351822E0,6.991068721E-1,9.150638580E0,9.817919091E0
9.723147591E0,-3.490746021E0,7.062895298E-1,9.145850182E0,9.814821864E0
9.725148880E0,-3.493140221E0,6.871358752E-1,9.138668060E0,9.807621436E0
9.727149271E0,-3.493140221E0,6.919242740E-1,9.143456459E0,9.812419876E0
9.729149740E0,-3.478775024E0,6.847416759E-1,9.148244858E0,9.811275697E0
9.731151107E0,-3.471592426E0,6.847416759E-1,9.148244858E0,9.808731269E0
9.733151146E0,-3.485957623E0,6.871358752E-1,9.153033257E0,9.818455788E0
9.735151654E0,-3.485957623E0,6.823474765E-1,9.153033257E0,9.818121838E0
9.737152591E0,-3.469198227E0,6.871358752E-1,9.138668060E0,9.799119653E0
9.739153372E0,-3.471592426E0,6.943184733E-1,9.136273384E0,9.798240835E0
9.741154232E0,-3.478775024E0,6.871358752E-1,9.141061783E0,9.804745887E0
9.743155951E0,-3.454833031E0,6.943184733E-1,9.148244858E0,9.803485778E0
9.745156888E0,-3.457227230E0,6.967126727E-1,9.141061783E0,9.797797670E0
9.747158021E0,-3.466804028E0,6.847416759E-1,9.145850182E0,9.804803765E0
9.749159154E0,-3.462015629E0,6.847416759E-1,9.160215378E0,9.816515122E0
9.751160638E0,-3.457227230E0,6.847416759E-1,9.157821655E0,9.812593375E0
9.753162122E0,-3.452438831E0,7.038952708E-1,9.160215378E0,9.814496839E0
9.755163646E0,-3.450044632E0,7.038952708E-1,9.165003777E0,9.818124604E0
9.757164583E0,-3.442862034E0,6.967126727E-1,9.162610054E0,9.812855371E0
9.759165482E0,-3.440467834E0,7.015010715E-1,9.162610054E0,9.812356785E0
9.761166107E0,-3.438073635E0,7.062895298E-1,9.174580574E0,9.823040463E0
9.763167435E0,-3.435679436E0,7.110779285E-1,9.174580574E0,9.822548229E0
9.765168763E0,-3.440467834E0,7.110779285E-1,9.174580574E0,9.824224114E0
9.767169271E0,-3.440467834E0,7.110779285E-1,9.176975250E0,9.826460476E0
9.769169622E0,-3.438073635E0,7.110779285E-1,9.176975250E0,9.825622468E0
9.771171224E0,-3.433285236E0,7.158663273E-1,9.169792175E0,9.817586295E0
9.773173021E0,-3.426102638E0,7.230489254E-1,9.179368973E0,9.824550563E0
9.775174037E0,-3.428496838E0,7.254431248E-1,9.174580574E0,9.821088891E0
9.777175013E0,-3.433285236E0,7.326257229E-1,9.167398453E0,9.816587103E0
9.779175560E0,-3.428496838E0,7.422025204E-1,9.176975250E0,9.824577848E0
9.781176263E0,-3.421314240E0,7.326257229E-1,9.184157372E0,9.828065842E0
9.783176458E0,-3.416525841E0,7.350199223E-1,9.191340446E0,9.833292547E0
9.785176966E0,-3.399766445E0,7.374141216E-1,9.188945770E0,9.825421917E0
9.787177513E0,-3.406949043E0,7.398083210E-1,9.200917244E0,9.839283321E0
9.789177357E0,-3.416525841E0,7.398083210E-1,9.203310966E0,9.844841183E0
9.791178841E0,-3.414131641E0,7.374141216E-1,9.205705643E0,9.846069817E0
9.793179193E0,-3.421314240E0,7.422025204E-1,9.203310966E0,9.846684135E0
9.795179544E0,-3.416525841E0,7.422025204E-1,9.210494041E0,9.851736593E0
9.797179271E0,-3.414131641E0,7.302315235E-1,9.217676163E0,9.856727996E0
9.799179896E0,-3.411737442E0,7.469909191E-1,9.212887764E0,9.852677238E0
9.801179896E0,-3.411737442E0,7.469909191E-1,9.222464561E0,9.861632745E0
9.803180872E0,-3.411737442E0,7.493851185E-1,9.234436035E0,9.873010651E0
9.805182162E0,-3.421314240E0,7.493851185E-1,9.229647636E0,9.871847075E0
9.807183333E0,-3.423708439E0,7.374141216E-1,9.215282440E0,9.858346186E0
9.809184896E0,-3.416525841E0,7.302315235E-1,9.222464561E0,9.862035261E0
9.811186341E0,-3.409343243E0,7.326257229E-1,9.234436035E0,9.870925523E0
9.813187044E0,-3.418920040E0,7.422025204E-1,9.239224434E0,9.879430498E0
9.815188529E0,-3.416525841E0,7.422025204E-1,9.232041359E0,9.871884372E0
9.817190208E0,-3.416525841E0,7.326257229E-1,9.229647636E0,9.868930274E0
9.819191497E0,-3.416525841E0,7.326257229E-1,9.227252960E0,9.866690755E0
9.821193060E0,-3.421314240E0,7.422025204E-1,9.232041359E0,9.873542594E0
9.823194154E0,-3.423708439E0,7.422025204E-1,9.215282440E0,9.858705519E0
9.825194857E0,-3.418920040E0,7.374141216E-1,9.227252960E0,9.867876723E0
9.827196224E0,-3.421314240E0,7.374141216E-1,9.215282440E0,9.857514959E0
9.829197357E0,-3.423708439E0,7.374141216E-1,9.220070839E0,9.862822382E0
9.831197630E0,-3.423708439E0,7.350199223E-1,9.208099365E0,9.851453075E0
9.833197982E0,-3.423708439E0,7.326257229E-1,9.196128845E0,9.840086669E0
9.835198958E0,-3.418920040E0,7.374141216E-1,9.203310966E0,9.845492703E0
9.837200208E0,-3.418920040E0,7.278373241E-1,9.203310966E0,9.844780046E0
9.839200365E0,-3.426102638E0,7.230489254E-1,9.203310966E0,9.846923976E0
9.841201576E0,-3.426102638E0,7.278373241E-1,9.191340446E0,9.836089958E0
9.843202943E0,-3.426102638E0,7.206547260E-1,9.184157372E0,9.828848821E0
9.845204662E0,-3.428496838E0,7.182605267E-1,9.181763649E0,9.827271872E0
9.847206107E0,-3.430891037E0,7.182605267E-1,9.184157372E0,9.830343744E0
9.849207982E0,-3.428496838E0,7.182605267E-1,9.174580574E0,9.820560954E0
9.851210052E0,-3.430891037E0,7.086837292E-1,9.157821655E0,9.805046833E0
9.853212474E0,-3.428496838E0,7.062895298E-1,9.155426979E0,9.801799765E0
9.855214076E0,-3.428496838E0,7.038952708E-1,9.153033257E0,9.799391660E0
9.857214935E0,-3.423708439E0,7.110779285E-1,9.145850182E0,9.791526277E0
9.859215560E0,-3.426102638E0,7.182605267E-1,9.148244858E0,9.795124371E0
9.861216341E0,-3.428496838E0,7.230489254E-1,9.150638580E0,9.798549726E0
9.863217318E0,-3.430891037E0,7.230489254E-1,9.155426979E0,9.803859252E0
9.865218177E0,-3.414131641E0,7.254431248E-1,9.133879662E0,9.778052989E0
9.867219232E0,-3.423708439E0,7.206547260E-1,9.136273384E0,9.783282376E0
9.869219857E0,-3.421314240E0,7.230489254E-1,9.143456459E0,9.789330258E0
9.871221146E0,-3.418920040E0,7.134721279E-1,9.138668060E0,9.783317977E0
9.873223216E0,-3.433285236E0,7.206547260E-1,9.131484985E0,9.782167898E0
9.875224388E0,-3.433285236E0,7.206547260E-1,9.143456459E0,9.793344003E0
9.877225052E0,-3.438073635E0,7.158663273E-1,9.150638580E0,9.801377523E0
9.879226224E0,-3.433285236E0,7.278373241E-1,9.145850182E0,9.796109954E0
9.881227357E0,-3.438073635E0,7.254431248E-1,9.143456459E0,9.795377178E0
9.883227787E0,-3.445256233E0,7.230489254E-1,9.157821655E0,9.811130808E0
9.885228607E0,-3.440467834E0,7.206547260E-1,9.162610054E0,9.813744706E0
9.887230052E0,-3.435679436E0,7.182605267E-1,9.169792175E0,9.818598673E0
9.889230482E0,-3.440467834E0,7.134721279E-1,9.167398453E0,9.817690960E0
9.891231810E0,-3.438073635E0,7.062895298E-1,9.176975250E0,9.825277093E0
9.893233451E0,-3.447650433E0,7.062895298E-1,9.181763649E0,9.833103381E0
9.895235599E0,-3.440467834E0,7.110779285E-1,9.169792175E0,9.819752506E0
9.897237474E0,-3.442862034E0,7.015010715E-1,9.169792175E0,9.819902814E0
9.899239310E0,-3.452438831E0,7.038952708E-1,9.193734169E0,9.845788460E0
9.901240521E0,-3.452438831E0,7.038952708E-1,9.191340446E0,9.843553304E0
9.903242162E0,-3.452438831E0,7.062895298E-1,9.203310966E0,9.854902918E0
9.905244154E0,-3.450044632E0,6.919242740E-1,9.200917244E0,9.850809373E0
9.907245599E0,-3.450044632E0,7.015010715E-1,9.210494041E0,9.860431644E0
9.909247396E0,-3.452438831E0,7.038952708E-1,9.215282440E0,9.865912674E0
9.911248607E0,-3.462015629E0,7.038952708E-1,9.220070839E0,9.873739263E0
9.913249505E0,-3.459621429E0,7.038952708E-1,9.220070839E0,9.872900043E0
9.915250247E0,-3.459621429E0,7.086837292E-1,9.224859238E0,9.877714362E0
9.917250638E0,-3.457227230E0,7.062895298E-1,9.220070839E0,9.872232336E0
9.919251615E0,-3.457227230E0,7.110779285E-1,9.217676163E0,9.870339699E0
9.921253138E0,-3.450044632E0,7.086837292E-1,9.212887764E0,9.863181107E0
9.923254701E0,-3.450044632E0,7.086837292E-1,9.208099365E0,9.858708562E0
9.925255169E0,-3.440467834E0,7.110779285E-1,9.210494041E0,9.857771109E0
9.927256263E0,-3.442862034E0,7.086837292E-1,9.220070839E0,9.867382525E0
9.929257474E0,-3.440467834E0,7.110779285E-1,9.200917244E0,9.848823730E0
9.931259505E0,-3.438073635E0,7.086837292E-1,9.198522568E0,9.845577707E0
9.933260833E0,-3.433285236E0,7.158663273E-1,9.220070839E0,9.864563771E0
9.935262747E0,-3.428496838E0,7.134721279E-1,9.229647636E0,9.871678101E0
9.937264427E0,-3.421314240E0,7.038952708E-1,9.229647636E0,9.868498121E0
9.939265521E0,-3.430891037E0,7.110779285E-1,9.220070839E0,9.863384379E0
9.941267083E0,-3.421314240E0,7.182605267E-1,9.227252960E0,9.867293778E0
